p22;ksp2 v3 (1);-0,43;-0,76;0;0;0;0;1;1;1;;
p22;Body32;-0,4299982;-0,7600002;8,34465E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body31;-0,4299982;-0,7600002;8,34465E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body30;-0,4299982;-0,7600002;8,34465E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body29;-0,4299982;-0,7600002;8,34465E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body28;-0,4299982;-0,7600002;8,34465E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body27;-0,4299982;-0,7600002;8,34465E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body26;-0,4299982;-0,7600002;8,34465E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body25;-0,4299982;-0,7600002;8,34465E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body24;-0,4299982;-0,7600002;8,34465E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body23;-0,4299982;-0,7600002;8,34465E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body5;-0,4299982;-0,7600002;8,34465E-07;270;89,99983;0;0,1;0,1;0,09999999;;
p22;Body2;-0,4299982;-0,7600002;8,34465E-07;270;90,00001;0;0,1;0,09999999;0,09999999;;
p22;GameObject;-0,4299982;-0,7600002;8,34465E-07;0;-6,830187E-06;0;1;1;1;;
p22;Body36;-0,4299982;-0,7600002;8,34465E-07;270;89,99982;0;0,09999999;0,1;0,09999998;;
p22;Body35;-0,4299982;-0,7600002;8,34465E-07;270;89,99982;0;0,09999999;0,1;0,09999998;;
p22;Body39;-0,4299982;-0,7600002;8,34465E-07;270;89,99982;0;0,09999999;0,1;0,09999998;;
p22;Body42;-0,4299982;-0,7600002;8,34465E-07;270;89,99982;0;0,09999999;0,1;0,09999998;;
p22;GameObject (1);-0,6700003;-0,7600002;0,02210045;0;-6,830187E-06;0;1;1;1;;
p22;Body4;-0,4299982;-0,7600002;8,34465E-07;270,0198;89,99983;0;0,09999999;0,1;0,1;;
p22;Body33;-0,4299982;-0,7600002;8,34465E-07;270;89,99982;0;0,09999999;0,1;0,09999998;;
p22;ksp2 v3 (2);-0,7485;-0,76;0;0;0;0;1;1;1;;
p22;Body32;-0,748502;-0,7600002;-4,172325E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body31;-0,748502;-0,7600002;-4,172325E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body30;-0,748502;-0,7600002;-4,172325E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body29;-0,748502;-0,7600002;-4,172325E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body28;-0,748502;-0,7600002;-4,172325E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body27;-0,748502;-0,7600002;-4,172325E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body26;-0,748502;-0,7600002;-4,172325E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body25;-0,748502;-0,7600002;-4,172325E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body24;-0,748502;-0,7600002;-4,172325E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body23;-0,748502;-0,7600002;-4,172325E-07;270;89,99984;0;0,1;0,1;0,09999999;;
p22;Body5;-0,748502;-0,7600002;-4,172325E-07;270;89,99983;0;0,1;0,1;0,09999999;;
p22;Body2;-0,748502;-0,7600002;-4,172325E-07;270;90,00001;0;0,1;0,09999999;0,09999999;;
p22;GameObject;-0,748502;-0,7600002;-4,172325E-07;0;-6,830187E-06;0;1;1;1;;
p22;Body36;-0,748502;-0,7600002;-4,172325E-07;270;89,99982;0;0,09999999;0,1;0,09999998;;
p22;Body35;-0,748502;-0,7600002;-4,172325E-07;270;89,99982;0;0,09999999;0,1;0,09999998;;
p22;Body39;-0,748502;-0,7600002;-4,172325E-07;270;89,99982;0;0,09999999;0,1;0,09999998;;
p22;Body42;-0,748502;-0,7600002;-4,172325E-07;270;89,99982;0;0,09999999;0,1;0,09999998;;
p22;GameObject (1);-0,9885007;-0,7600002;0,02210104;0;-6,830187E-06;0;1;1;1;;
p22;Body4;-0,7485015;-0,7600002;1,66893E-06;270,0198;89,99983;0;0,09999999;0,1;0,1;;
p22;Body33;-0,7485015;-0,7600002;1,66893E-06;270;89,99982;0;0,09999999;0,1;0,09999998;;
p22;GameObject (4);0;0;0;0;0;0;1;1;1;;
p22;GameObject;-0,1940007;-1,095;4,917383E-07;0;-6,830187E-06;0;75,00001;21;0,5;;
p22;label;-0,2315007;-1,1055;0,0001241267;0;-1,024528E-05;0;0,07500002;0,021;0,00025;;
p22;GameObject (3);-0,3395008;-1,773;9,834766E-07;0;-6,830187E-06;0;55;21;0,5;;
p22;label;-0,3670005;-1,7835;0,0001251101;0;-1,024528E-05;0;0,05499999;0,021;0,00025;;
p22;GameObject (1);-0,5125009;-1,095;1,788139E-07;0;-6,830187E-06;0;75,00001;21;0,5;;
p22;label;-0,550001;-1,1055;0,0001247525;0;-1,024528E-05;0;0,07500002;0,021;0,00025;;
p22;GameObject (2);-0,8309999;-1,095;-8,34465E-07;0;-6,830187E-06;0;75,00001;21;0,5;;
p22;label;-0,8685011;-1,1055;0,0001244545;0;-1,024528E-05;0;0,07500002;0,021;0,00025;;
