p7;mtk1_part1 (2);0;-0,12;0;0;0;0;1;1;1;;
p7;GameObject (44);-2,451707E-07;-0,1200004;0,003899986;0;0;0;1;1;1;;
p7;GameObject;-0,4999996;-0,2200003;0,003899802;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (1);-0,7000004;-0,2200003;0,003900439;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (2);-0,9000005;-0,2200003;0,003899686;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (3);-0,4999996;-0,4200003;0,003899802;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (4);-0,7000004;-0,4200003;0,003900439;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (5);-0,9000005;-0,4200003;0,003899686;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (6);-0,3;-0,4200003;0,003900299;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (7);-0,4999996;-0,6200004;0,003899802;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (8);-0,3;-0,6200004;0,003900299;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (9);-0,7000004;-0,6200004;0,003900439;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (10);-0,9000005;-0,6200004;0,003899686;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (11);-0,09999914;-0,6200004;0,003899561;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (12);-0,4999996;-0,8200004;0,003899802;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (13);-0,3;-0,8200004;0,003900299;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (14);-0,7000004;-0,8200004;0,003900439;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (15);-0,9000005;-0,8200004;0,003899686;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (16);-0,09999914;-0,8200004;0,003899561;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (17);-0,4999996;-1,02;0,003899802;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (18);-0,3;-1,02;0,003900299;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (19);-0,7000004;-1,02;0,003900439;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (20);-0,9000005;-1,02;0,003899686;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (21);-0,09999914;-1,02;0,003899561;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (22);-0,4999996;-1,22;0,003899802;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (23);-0,3;-1,22;0,003900299;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (24);-0,7000004;-1,22;0,003900439;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (25);-0,9000005;-1,22;0,003899686;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (26);-0,09999914;-1,22;0,003899561;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (27);-0,4999996;-1,42;0,003899802;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (28);-0,3;-1,42;0,003900299;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (29);-0,7000004;-1,42;0,003900439;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (30);-0,9000005;-1,42;0,003899686;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (31);-0,09999914;-1,42;0,003899561;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (32);-0,4999996;-1,62;0,003899802;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (33);-0,3;-1,62;0,003900299;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (34);-0,7000004;-1,62;0,003900439;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (35);-0,9000005;-1,62;0,003899686;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (36);-0,09999914;-1,62;0,003899561;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (37);-0,4999996;-1,82;0,003899802;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (38);-0,3;-1,82;0,003900299;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (39);-0,7000004;-1,82;0,003900439;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (40);-0,9000005;-1,82;0,003899686;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (41);-0,4999996;-2,02;0,003899802;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (42);-0,7000004;-2,02;0,003900439;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (43);-0,9000005;-2,02;0,003899686;90;-2,414835E-06;0;0,02;0,9999999;0,02;;
p7;GameObject (1);0;0;0;0;0;0;1;1;1;;
