3a (1);m1741 v2;0;-0,134;-0,3;270;4,829678E-06;0;1;1;1;;
3a (1);Body1;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);Body2;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);Body5;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);Body6;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);Body7;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);Body8;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);Body9;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);Body10;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);Body11;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);Body12;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);Body13;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);Body28;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;10;10;10;;
3a (1);GameObject;2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;0,9999999;1;1;;
3a (1);Body3;2,533197E-07;-0,2539999;-0,2988001;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);Body4;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);GameObject (1);2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;0,9999999;1;1;;
3a (1);Body14;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);Body21;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);GameObject (2);2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;0,9999999;1;1;;
3a (1);Body15;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);Body22;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);GameObject (3);2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;0,9999999;1;1;;
3a (1);Body16;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);Body23;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);GameObject (4);2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;0,9999999;1;1;;
3a (1);Body17;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);Body24;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);GameObject (5);2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;0,9999999;1;1;;
3a (1);Body18;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);Body25;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);GameObject (6);2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;0,9999999;1;1;;
3a (1);Body19;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);Body26;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);GameObject (7);2,756715E-07;-0,2539999;-0,2999998;270;4,829678E-06;0;0,9999999;1;1;;
3a (1);Body20;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);Body27;2,384186E-07;-0,2539999;-0,2987994;270;3,622259E-06;0;10;9,999999;9,999999;;
3a (1);m1730 v6;0;-0,16;-0,087;1,886588E-07;270;1,396077E-06;1;1;1;;
3a (1);Body2;6,332994E-08;-0,19;-0,08700007;270;5,674864E-05;0;1;1;1;;
3a (1);Body3;6,332994E-08;-0,19;-0,08700007;270;5,674864E-05;0;1;1;1;;
3a (1);Body4;6,332994E-08;-0,19;-0,08700007;270;5,674864E-05;0;1;1;1;;
3a (1);Body12;6,332994E-08;-0,19;-0,08700007;270;5,674864E-05;0;1;1;1;;
3a (1);Body13;6,332994E-08;-0,19;-0,08700007;270;5,674864E-05;0;1;1;1;;
3a (1);Body15;6,332994E-08;-0,19;-0,08700007;270;5,674864E-05;0;1;1;1;;
3a (1);GameObject (1);6,332994E-08;-0,19;-0,08700007;270;5,674864E-05;0;1;1;1;;
3a (1);Body8;3,688037E-07;-0,19;-0,08110029;270;5,554124E-05;0;1;1;1;;
3a (1);Body9;3,688037E-07;-0,19;-0,08110029;270;5,554124E-05;0;1;1;1;;
3a (1);Cube;-0,008099709;-0,1749;-0,1674003;1,735663E-06;270;1,6602E-06;0,08583239;-0,02372942;-0,001507725;;
3a (1);m1730 v6 (2);0;-0,033;-0,499;1,886588E-07;270;1,396077E-06;1;1;1;;
3a (1);Body2;3,278255E-07;-0,06299989;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body3;3,278255E-07;-0,06299989;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body4;3,278255E-07;-0,06299989;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body12;3,278255E-07;-0,06299989;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body13;3,278255E-07;-0,06299989;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body15;3,278255E-07;-0,06299989;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);GameObject (1);3,278255E-07;-0,06299989;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body8;4,172325E-07;-0,06299987;-0,4931001;270;5,554124E-05;0;1;1;1;;
3a (1);Body9;4,172325E-07;-0,06299987;-0,4931001;270;5,554124E-05;0;1;1;1;;
3a (1);Cube;-0,008099735;-0,04789998;-0,5794008;1,735663E-06;270;1,6602E-06;0,08583239;-0,02372942;-0,001507725;;
3a (1);m1730 v6 (3);0;-0,065;-0,499;1,886588E-07;270;1,396077E-06;1;1;1;;
3a (1);Body2;-7,450581E-09;-0,09500003;-0,4990002;270;5,674864E-05;0;1;1;1;;
3a (1);Body3;-7,450581E-09;-0,09500003;-0,4990002;270;5,674864E-05;0;1;1;1;;
3a (1);Body4;-7,450581E-09;-0,09500003;-0,4990002;270;5,674864E-05;0;1;1;1;;
3a (1);Body12;-7,450581E-09;-0,09500003;-0,4990002;270;5,674864E-05;0;1;1;1;;
3a (1);Body13;-7,450581E-09;-0,09500003;-0,4990002;270;5,674864E-05;0;1;1;1;;
3a (1);Body15;-7,450581E-09;-0,09500003;-0,4990002;270;5,674864E-05;0;1;1;1;;
3a (1);GameObject (1);-7,450581E-09;-0,09500003;-0,4990002;270;5,674864E-05;0;1;1;1;;
3a (1);Body8;-7,450581E-08;-0,09500004;-0,4931;270;5,554124E-05;0;1;1;1;;
3a (1);Body9;-7,450581E-08;-0,09500004;-0,4931;270;5,554124E-05;0;1;1;1;;
3a (1);Cube;-0,008099794;-0,07989995;-0,5793999;1,735663E-06;270;1,6602E-06;0,08583239;-0,02372942;-0,001507725;;
3a (1);m1730 v6 (4);0;-0,097;-0,499;1,886588E-07;270;1,396077E-06;1;1;1;;
3a (1);Body2;1,490116E-07;-0,127;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body3;1,490116E-07;-0,127;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body4;1,490116E-07;-0,127;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body12;1,490116E-07;-0,127;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body13;1,490116E-07;-0,127;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body15;1,490116E-07;-0,127;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);GameObject (1);1,490116E-07;-0,127;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body8;-1,043081E-07;-0,127;-0,4931006;270;5,554124E-05;0;1;1;1;;
3a (1);Body9;-1,043081E-07;-0,127;-0,4931006;270;5,554124E-05;0;1;1;1;;
3a (1);Cube;-0,008099973;-0,1119001;-0,5794002;1,735663E-06;270;1,6602E-06;0,08583239;-0,02372942;-0,001507725;;
3a (1);m1730 v6 (5);0;-0,129;-0,499;1,886588E-07;270;1,396077E-06;1;1;1;;
3a (1);Body2;1,713634E-07;-0,1589999;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body3;1,713634E-07;-0,1589999;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body4;1,713634E-07;-0,1589999;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body12;1,713634E-07;-0,1589999;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body13;1,713634E-07;-0,1589999;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body15;1,713634E-07;-0,1589999;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);GameObject (1);1,713634E-07;-0,1589999;-0,499;270;5,674864E-05;0;1;1;1;;
3a (1);Body8;1,41561E-07;-0,1589999;-0,4931001;270;5,554124E-05;0;1;1;1;;
3a (1);Body9;1,41561E-07;-0,1589999;-0,4931001;270;5,554124E-05;0;1;1;1;;
3a (1);Cube;-0,008099675;-0,1439;-0,5794001;1,735663E-06;270;1,6602E-06;0,08583239;-0,02372942;-0,001507725;;
3a (1);m1730 v6 (6);0;-0,161;-0,499;1,886588E-07;270;1,396077E-06;1;1;1;;
3a (1);Body2;2,980232E-08;-0,191;-0,4989999;270;5,674864E-05;0;1;1;1;;
3a (1);Body3;2,980232E-08;-0,191;-0,4989999;270;5,674864E-05;0;1;1;1;;
3a (1);Body4;2,980232E-08;-0,191;-0,4989999;270;5,674864E-05;0;1;1;1;;
3a (1);Body12;2,980232E-08;-0,191;-0,4989999;270;5,674864E-05;0;1;1;1;;
3a (1);Body13;2,980232E-08;-0,191;-0,4989999;270;5,674864E-05;0;1;1;1;;
3a (1);Body15;2,980232E-08;-0,191;-0,4989999;270;5,674864E-05;0;1;1;1;;
3a (1);GameObject (1);2,980232E-08;-0,191;-0,4989999;270;5,674864E-05;0;1;1;1;;
3a (1);Body8;-2,235174E-07;-0,1910001;-0,4931;270;5,554124E-05;0;1;1;1;;
3a (1);Body9;-2,235174E-07;-0,1910001;-0,4931;270;5,554124E-05;0;1;1;1;;
3a (1);Cube;-0,008100078;-0,1759;-0,5794;1,735663E-06;270;1,6602E-06;0,08583239;-0,02372942;-0,001507725;;
3a (1);m1730 v6 (7);0;-0,193;-0,499;1,886588E-07;270;1,396077E-06;1;1;1;;
3a (1);Body2;-1,490116E-08;-0,223;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body3;-1,490116E-08;-0,223;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body4;-1,490116E-08;-0,223;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body12;-1,490116E-08;-0,223;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body13;-1,490116E-08;-0,223;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body15;-1,490116E-08;-0,223;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);GameObject (1);-1,490116E-08;-0,223;-0,4990005;270;5,674864E-05;0;1;1;1;;
3a (1);Body8;1,490116E-08;-0,223;-0,4931008;270;5,554124E-05;0;1;1;1;;
3a (1);Body9;1,490116E-08;-0,223;-0,4931008;270;5,554124E-05;0;1;1;1;;
3a (1);Cube;-0,008100152;-0,2079;-0,5794003;1,735663E-06;270;1,6602E-06;0,08583239;-0,02372942;-0,001507725;;
3a (1);m1730 v6 (8);0;-0,225;-0,499;1,886588E-07;270;1,396077E-06;1;1;1;;
3a (1);Body2;-8,940697E-08;-0,255;-0,4990001;270;5,674864E-05;0;1;1;1;;
3a (1);Body3;-8,940697E-08;-0,255;-0,4990001;270;5,674864E-05;0;1;1;1;;
3a (1);Body4;-8,940697E-08;-0,255;-0,4990001;270;5,674864E-05;0;1;1;1;;
3a (1);Body12;-8,940697E-08;-0,255;-0,4990001;270;5,674864E-05;0;1;1;1;;
3a (1);Body13;-8,940697E-08;-0,255;-0,4990001;270;5,674864E-05;0;1;1;1;;
3a (1);Body15;-8,940697E-08;-0,255;-0,4990001;270;5,674864E-05;0;1;1;1;;
3a (1);GameObject (1);-8,940697E-08;-0,255;-0,4990001;270;5,674864E-05;0;1;1;1;;
3a (1);Body8;2,235174E-07;-0,2549999;-0,4931;270;5,554124E-05;0;1;1;1;;
3a (1);Body9;2,235174E-07;-0,2549999;-0,4931;270;5,554124E-05;0;1;1;1;;
3a (1);Cube;-0,008099824;-0,2399;-0,5794001;1,735663E-06;270;1,6602E-06;0,08583239;-0,02372942;-0,001507725;;
3a (1);m1730 v6 (9);0;-0,033;-0,762;1,886588E-07;270;1,396077E-06;1;1;1;;
3a (1);Body2;-4,470348E-08;-0,06299996;-0,7620004;270;5,674864E-05;0;1;1;1;;
3a (1);Body3;-4,470348E-08;-0,06299996;-0,7620004;270;5,674864E-05;0;1;1;1;;
3a (1);Body4;-4,470348E-08;-0,06299996;-0,7620004;270;5,674864E-05;0;1;1;1;;
3a (1);Body12;-4,470348E-08;-0,06299996;-0,7620004;270;5,674864E-05;0;1;1;1;;
