p9;GameObject (3);-0,1545;-1,085;0;0;0;0;40;15;2;;
p9;label;-0,1745005;-1,0925;0,0004992932;0;-6,830187E-06;0;0,04;0,015;0,0009999999;;
p9;GameObject (6);-0,836;-1,136;0;0;0;0;110;15;2;;
p9;label;-0,891;-1,1435;0,0004996061;0;-6,830187E-06;0;0,11;0,015;0,0009999999;;
p9;GameObject (7);-0,783;-1,136;0;0;0;0;40;15;2;;
p9;label;-0,802999;-1,1435;0,000500299;0;-6,830187E-06;0;0,04;0,015;0,0009999999;;
p9;GameObject (9);-0,849615;-1,4;0;0;0;0;110;15;2;;
p9;label;-0,9046148;-1,4075;0,0004998371;0;-6,830187E-06;0;0,11;0,015;0,0009999999;;
p9;GameObject (11);-0,537;-1,395;0;0;0;0;110;15;2;;
p9;label;-0,5920002;-1,4025;0,0005002841;0;-6,830187E-06;0;0,11;0,015;0,0009999999;;
p9;GameObject (12);-0,482;-1,395;0;0;0;0;40;15;2;;
p9;label;-0,5020007;-1,4025;0,000498794;0;-6,830187E-06;0;0,04;0,015;0,0009999999;;
p9;GameObject (10);-0,800615;-1,4;0;0;0;0;40;15;2;;
p9;label;-0,8206145;-1,4075;0,0005001053;0;-6,830187E-06;0;0,04;0,015;0,0009999999;;
p9;GameObject (4);-0,2065;-1,085;0;0;0;0;110;15;2;;
p9;label;-0,2615004;-1,0925;0,0004990343;0;-6,830187E-06;0;0,11;0,015;0,0009999999;;
p9;GameObject (5);-0,2165;-1,101;0;0;0;0;50;18;0,5;;
p9;label;-0,2415007;-1,11;0,0001246352;0;-6,830187E-06;0;0,04999999;0,018;0,00025;;
p9;GameObject (8);-0,525;-1,163;0;0;0;0;50;18;0,5;;
p9;label;-0,55;-1,172;0,0001252294;0;-6,830187E-06;0;0,04999999;0,018;0,00025;;
p9;ksp2_1;-0,1155;-0,76;0;0;0;0;1;1;1;;
p9;Body2;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body4;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body5;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body23;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body24;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body25;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body26;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body27;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body28;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body29;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body30;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body31;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body32;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body33;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body35;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body36;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body39;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
p9;Body42;-0,1155011;-0,7600002;-6,547198E-07;270;89,99992;0;0,1;0,1;0,1;;
