2p (1);m1730 v6;0;-0,07;-0,421;-1,886593E-06;270,0001;2,943081E-06;1;1;1;;
2p (1);Body2;7,450581E-08;-0,1;-0,421;270;8,934896E-05;0;1;1;1;;
2p (1);Body3;7,450581E-08;-0,1;-0,421;270;8,934896E-05;0;1;1;1;;
2p (1);Body4;7,450581E-08;-0,1;-0,421;270;8,934896E-05;0;1;1;1;;
2p (1);Body12;7,450581E-08;-0,1;-0,421;270;8,934896E-05;0;1;1;1;;
2p (1);Body13;7,450581E-08;-0,1;-0,421;270;8,934896E-05;0;1;1;1;;
2p (1);Body15;7,450581E-08;-0,1;-0,421;270;8,934896E-05;0;1;1;1;;
2p (1);GameObject (1);7,450581E-08;-0,1;-0,421;270;8,934896E-05;0;1;1;1;;
2p (1);Body8;2,235174E-07;-0,1;-0,4151003;270;8,451929E-05;0;1;1;1;;
2p (1);Body9;2,235174E-07;-0,1;-0,4151003;270;8,451929E-05;0;1;1;1;;
2p (1);Cube;-0,008099839;-0,08489997;-0,5014002;-1,886593E-06;270,0001;2,943081E-06;0,08583236;-0,02372942;-0,001507724;;
2p (1);m1730 v6 (1);0;-0,102;-0,421;-1,886593E-06;270,0001;2,943081E-06;1;1;1;;
2p (1);Body2;4,61936E-07;-0,1319999;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body3;4,61936E-07;-0,1319999;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body4;4,61936E-07;-0,1319999;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body12;4,61936E-07;-0,1319999;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body13;4,61936E-07;-0,1319999;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body15;4,61936E-07;-0,1319999;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);GameObject (1);4,61936E-07;-0,1319999;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body8;5,364418E-07;-0,1319999;-0,4151015;270;8,451929E-05;0;1;1;1;;
2p (1);Body9;5,364418E-07;-0,1319999;-0,4151015;270;8,451929E-05;0;1;1;1;;
2p (1);Cube;-0,008100107;-0,1169;-0,5014007;-1,886593E-06;270,0001;2,943081E-06;0,08583236;-0,02372942;-0,001507724;;
2p (1);m1730 v6 (2);0;-0,134;-0,421;-1,886593E-06;270,0001;2,943081E-06;1;1;1;;
2p (1);Body2;7,599592E-07;-0,1639998;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body3;7,599592E-07;-0,1639998;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body4;7,599592E-07;-0,1639998;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body12;7,599592E-07;-0,1639998;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body13;7,599592E-07;-0,1639998;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body15;7,599592E-07;-0,1639998;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);GameObject (1);7,599592E-07;-0,1639998;-0,4210005;270;8,934896E-05;0;1;1;1;;
2p (1);Body8;7,301569E-07;-0,1639998;-0,4151009;270;8,451929E-05;0;1;1;1;;
2p (1);Body9;7,301569E-07;-0,1639998;-0,4151009;270;8,451929E-05;0;1;1;1;;
2p (1);Cube;-0,008100748;-0,1489001;-0,5014002;-1,886593E-06;270,0001;2,943081E-06;0,08583236;-0,02372942;-0,001507724;;
2p (1);m1730 v6 (3);0;-0,166;-0,421;-1,886593E-06;270,0001;2,943081E-06;1;1;1;;
2p (1);Body2;2,235174E-07;-0,1959999;-0,4210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body3;2,235174E-07;-0,1959999;-0,4210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body4;2,235174E-07;-0,1959999;-0,4210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body12;2,235174E-07;-0,1959999;-0,4210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body13;2,235174E-07;-0,1959999;-0,4210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body15;2,235174E-07;-0,1959999;-0,4210006;270;8,934896E-05;0;1;1;1;;
2p (1);GameObject (1);2,235174E-07;-0,1959999;-0,4210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body8;-3,72529E-07;-0,196;-0,4151002;270;8,451929E-05;0;1;1;1;;
2p (1);Body9;-3,72529E-07;-0,196;-0,4151002;270;8,451929E-05;0;1;1;1;;
2p (1);Cube;-0,008099407;-0,1808999;-0,5014;-1,886593E-06;270,0001;2,943081E-06;0,08583236;-0,02372942;-0,001507724;;
2p (1);m1730 v6 (4);0;-0,198;-0,421;-1,886593E-06;270,0001;2,943081E-06;1;1;1;;
2p (1);Body2;-5,960464E-07;-0,2280001;-0,4210002;270;8,934896E-05;0;1;1;1;;
2p (1);Body3;-5,960464E-07;-0,2280001;-0,4210002;270;8,934896E-05;0;1;1;1;;
2p (1);Body4;-5,960464E-07;-0,2280001;-0,4210002;270;8,934896E-05;0;1;1;1;;
2p (1);Body12;-5,960464E-07;-0,2280001;-0,4210002;270;8,934896E-05;0;1;1;1;;
2p (1);Body13;-5,960464E-07;-0,2280001;-0,4210002;270;8,934896E-05;0;1;1;1;;
2p (1);Body15;-5,960464E-07;-0,2280001;-0,4210002;270;8,934896E-05;0;1;1;1;;
2p (1);GameObject (1);-5,960464E-07;-0,2280001;-0,4210002;270;8,934896E-05;0;1;1;1;;
2p (1);Body8;-1,475215E-06;-0,2280003;-0,4151007;270;8,451929E-05;0;1;1;1;;
2p (1);Body9;-1,475215E-06;-0,2280003;-0,4151007;270;8,451929E-05;0;1;1;1;;
2p (1);Cube;-0,00810042;-0,2129;-0,5013999;-1,886593E-06;270,0001;2,943081E-06;0,08583236;-0,02372942;-0,001507724;;
2p (1);m1730 v6 (5);0;-0,102;-0,721;-1,886593E-06;270,0001;2,943081E-06;1;1;1;;
2p (1);Body2;-3,874302E-07;-0,1320001;-0,7209997;270;8,934896E-05;0;1;1;1;;
2p (1);Body3;-3,874302E-07;-0,1320001;-0,7209997;270;8,934896E-05;0;1;1;1;;
2p (1);Body4;-3,874302E-07;-0,1320001;-0,7209997;270;8,934896E-05;0;1;1;1;;
2p (1);Body12;-3,874302E-07;-0,1320001;-0,7209997;270;8,934896E-05;0;1;1;1;;
2p (1);Body13;-3,874302E-07;-0,1320001;-0,7209997;270;8,934896E-05;0;1;1;1;;
2p (1);Body15;-3,874302E-07;-0,1320001;-0,7209997;270;8,934896E-05;0;1;1;1;;
2p (1);GameObject (1);-3,874302E-07;-0,1320001;-0,7209997;270;8,934896E-05;0;1;1;1;;
2p (1);Body8;-7,152557E-07;-0,1320001;-0,7150998;270;8,451929E-05;0;1;1;1;;
2p (1);Body9;-7,152557E-07;-0,1320001;-0,7150998;270;8,451929E-05;0;1;1;1;;
2p (1);Cube;-0,00810051;-0,1169001;-0,8014001;-1,886593E-06;270,0001;2,943081E-06;0,08583236;-0,02372942;-0,001507724;;
2p (1);m1730 v6 (6);0;-0,166;-0,721;-1,886593E-06;270,0001;2,943081E-06;1;1;1;;
2p (1);Body2;8,940697E-08;-0,1959999;-0,7210004;270;8,934896E-05;0;1;1;1;;
2p (1);Body3;8,940697E-08;-0,1959999;-0,7210004;270;8,934896E-05;0;1;1;1;;
2p (1);Body4;8,940697E-08;-0,1959999;-0,7210004;270;8,934896E-05;0;1;1;1;;
2p (1);Body12;8,940697E-08;-0,1959999;-0,7210004;270;8,934896E-05;0;1;1;1;;
2p (1);Body13;8,940697E-08;-0,1959999;-0,7210004;270;8,934896E-05;0;1;1;1;;
2p (1);Body15;8,940697E-08;-0,1959999;-0,7210004;270;8,934896E-05;0;1;1;1;;
2p (1);GameObject (1);8,940697E-08;-0,1959999;-0,7210004;270;8,934896E-05;0;1;1;1;;
2p (1);Body8;-7,748604E-07;-0,1960001;-0,7150997;270;8,451929E-05;0;1;1;1;;
2p (1);Body9;-7,748604E-07;-0,1960001;-0,7150997;270;8,451929E-05;0;1;1;1;;
2p (1);Cube;-0,00809896;-0,1808998;-0,8014006;-1,886593E-06;270,0001;2,943081E-06;0,08583236;-0,02372942;-0,001507724;;
2p (1);m1730 v6 (7);0;-0,07;-0,721;-1,886593E-06;270,0001;2,943081E-06;1;1;1;;
2p (1);Body2;6,258488E-07;-0,09999993;-0,7209999;270;8,934896E-05;0;1;1;1;;
2p (1);Body3;6,258488E-07;-0,09999993;-0,7209999;270;8,934896E-05;0;1;1;1;;
2p (1);Body4;6,258488E-07;-0,09999993;-0,7209999;270;8,934896E-05;0;1;1;1;;
2p (1);Body12;6,258488E-07;-0,09999993;-0,7209999;270;8,934896E-05;0;1;1;1;;
2p (1);Body13;6,258488E-07;-0,09999993;-0,7209999;270;8,934896E-05;0;1;1;1;;
2p (1);Body15;6,258488E-07;-0,09999993;-0,7209999;270;8,934896E-05;0;1;1;1;;
2p (1);GameObject (1);6,258488E-07;-0,09999993;-0,7209999;270;8,934896E-05;0;1;1;1;;
2p (1);Body8;8,642673E-07;-0,0999999;-0,7151007;270;8,451929E-05;0;1;1;1;;
2p (1);Body9;8,642673E-07;-0,0999999;-0,7151007;270;8,451929E-05;0;1;1;1;;
2p (1);Cube;-0,008099705;-0,08489995;-0,8014004;-1,886593E-06;270,0001;2,943081E-06;0,08583236;-0,02372942;-0,001507724;;
2p (1);m1730 v6 (8);0;-0,134;-0,721;-1,886593E-06;270,0001;2,943081E-06;1;1;1;;
2p (1);Body2;1,102686E-06;-0,1639998;-0,7210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body3;1,102686E-06;-0,1639998;-0,7210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body4;1,102686E-06;-0,1639998;-0,7210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body12;1,102686E-06;-0,1639998;-0,7210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body13;1,102686E-06;-0,1639998;-0,7210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body15;1,102686E-06;-0,1639998;-0,7210006;270;8,934896E-05;0;1;1;1;;
2p (1);GameObject (1);1,102686E-06;-0,1639998;-0,7210006;270;8,934896E-05;0;1;1;1;;
2p (1);Body8;1,162291E-06;-0,1639998;-0,7151003;270;8,451929E-05;0;1;1;1;;
2p (1);Body9;1,162291E-06;-0,1639998;-0,7151003;270;8,451929E-05;0;1;1;1;;
2p (1);Cube;-0,008100152;-0,1488999;-0,8014006;-1,886593E-06;270,0001;2,943081E-06;0,08583236;-0,02372942;-0,001507724;;
2p (1);m1730 v6 (9);0;-0,198;-0,721;-1,886593E-06;270,0001;2,943081E-06;1;1;1;;
2p (1);Body2;-3,278255E-07;-0,2280001;-0,7209998;270;8,934896E-05;0;1;1;1;;
2p (1);Body3;-3,278255E-07;-0,2280001;-0,7209998;270;8,934896E-05;0;1;1;1;;
2p (1);Body4;-3,278255E-07;-0,2280001;-0,7209998;270;8,934896E-05;0;1;1;1;;
2p (1);Body12;-3,278255E-07;-0,2280001;-0,7209998;270;8,934896E-05;0;1;1;1;;
2p (1);Body13;-3,278255E-07;-0,2280001;-0,7209998;270;8,934896E-05;0;1;1;1;;
2p (1);Body15;-3,278255E-07;-0,2280001;-0,7209998;270;8,934896E-05;0;1;1;1;;
2p (1);GameObject (1);-3,278255E-07;-0,2280001;-0,7209998;270;8,934896E-05;0;1;1;1;;
2p (1);Body8;-8,940697E-08;-0,228;-0,7151006;270;8,451929E-05;0;1;1;1;;
2p (1);Body9;-8,940697E-08;-0,228;-0,7151006;270;8,451929E-05;0;1;1;1;;
2p (1);Cube;-0,008099794;-0,2129;-0,8014002;-1,886593E-06;270,0001;2,943081E-06;0,08583236;-0,02372942;-0,001507724;;
2p (1);mk12_ppl;0;-0,282;-0,481;90;270;0;1;1;1;;
2p (1);mk_base;2,384186E-07;-0,282;-0,4810001;90;270;0;0,001;0,001;0,001;;
2p (1);Body1;2,384186E-07;-0,282;-0,4810001;-7,108675E-05;270;-1,584737E-05;0,1;0,09999999;0,1;;
2p (1);Body2;2,384186E-07;-0,282;-0,4810001;-7,108675E-05;270;-1,584737E-05;0,1;0,09999999;0,1;;
2p (1);Body3;2,384186E-07;-0,282;-0,4810001;-7,108675E-05;270;-1,584737E-05;0,1;0,09999999;0,1;;
2p (1);Body4;2,384186E-07;-0,282;-0,4810001;-7,108675E-05;270;-1,584737E-05;0,1;0,09999999;0,1;;
2p (1);Body5;2,384186E-07;-0,282;-0,4810001;-7,108675E-05;270;-1,584737E-05;0,1;0,09999999;0,1;;
2p (1);mk12_handle;-0,005999506;-0,3019999;-0,5010005;90;270;0;0,001;0,001;0,001;;
2p (1);Body1;-0,005999863;-0,302;-0,5010008;-7,108675E-05;270;-1,584737E-05;0,1;0,09999999;0,1;;
2p (1);Body3;-0,005999863;-0,302;-0,5010008;-7,108675E-05;270;-1,584737E-05;0,1;0,09999999;0,1;;
2p (1);Plane;-0,006100208;-0,302;-0,5010002;90;270;0;0,004000001;1;0,004;;
2p (1);mk6_lra;0;-0,282;-0,674;90;269,9998;0;1;1;1;;
2p (1);mk_base;-2,384186E-07;-0,2820001;-0,6740002;90;269,9998;0;0,001;0,001;0,001;;
2p (1);Body1;-2,384186E-07;-0,2820001;-0,6740002;3,863741E-05;270;-0,0001877535;0,1;0,1;0,09999999;;
2p (1);Body2;-2,384186E-07;-0,2820001;-0,6740002;3,863741E-05;270;-0,0001877535;0,1;0,1;0,09999999;;
2p (1);Body3;-2,384186E-07;-0,2820001;-0,6740002;3,863741E-05;270;-0,0001877535;0,1;0,1;0,09999999;;
2p (1);Body4;-2,384186E-07;-0,2820001;-0,6740002;3,863741E-05;270;-0,0001877535;0,1;0,1;0,09999999;;
2p (1);Body5;-2,384186E-07;-0,2820001;-0,6740002;3,863741E-05;270;-0,0001877535;0,1;0,1;0,09999999;;
2p (1);Plane;-0,006100565;-0,302;-0,6939996;90;269,9998;0;0,004000001;1;0,004;;
2p (1);GameObject;-0,005999684;-0,3019999;-0,694001;90;269,9998;0;1;1;1;;
2p (1);mk6_handle;-0,006000042;-0,302;-0,6940013;0,0002173353;7,244609E-06;90,00005;0,0009999996;0,001;0,0009999999;;
2p (1);Body4;-0,005999774;-0,3019999;-0,6940016;5,293397E-05;270;89,99978;0,09999996;0,09999999;0,1;;
2p (1);Body4.001;-0,005999774;-0,3019999;-0,6940016;5,293397E-05;270;89,99978;0,09999996;0,09999999;0,1;;
2p (1);mk6_lra (1);0;-0,282;-0,744;90;269,9998;0;1;1;1;;
2p (1);mk_base;-2,682209E-07;-0,2820001;-0,7440003;90;269,9998;0;0,001;0,001;0,001;;
2p (1);Body1;-2,682209E-07;-0,2820001;-0,7440003;3,863741E-05;270;-0,0001877535;0,1;0,1;0,09999999;;
2p (1);Body2;-2,682209E-07;-0,2820001;-0,7440003;3,863741E-05;270;-0,0001877535;0,1;0,1;0,09999999;;
2p (1);Body3;-2,682209E-07;-0,2820001;-0,7440003;3,863741E-05;270;-0,0001877535;0,1;0,1;0,09999999;;
2p (1);Body4;-2,682209E-07;-0,2820001;-0,7440003;3,863741E-05;270;-0,0001877535;0,1;0,1;0,09999999;;
2p (1);Body5;-2,682209E-07;-0,2820001;-0,7440003;3,863741E-05;270;-0,0001877535;0,1;0,1;0,09999999;;
2p (1);Plane;-0,006099671;-0,3019999;-0,7640002;90;269,9998;0;0,004000001;1;0,004;;
2p (1);GameObject;-0,005999923;-0,302;-0,764;90;269,9998;0;1;1;1;;
2p (1);mk6_handle;-0,005999923;-0,302;-0,764;0,0002173353;7,244609E-06;90,00005;0,0009999996;0,001;0,0009999999;;
2p (1);Body4;-0,005999923;-0,302;-0,764;5,293397E-05;270;89,99978;0,09999996;0,09999999;0,1;;
2p (1);Body4.001;-0,005999923;-0,302;-0,764;5,293397E-05;270;89,99978;0,09999996;0,09999999;0,1;;
2p (1);ke011 v2;0;-0,302;-0,834;5,000181;270;89,99998;1;1;1;;
2p (1);Body1;-6,258488E-07;-0,3020001;-0,8340008;5,000186;270;89,99998;0,09999999;0,1;0,09999999;;
2p (1);Body2;-6,258488E-07;-0,3020001;-0,8340008;5,000186;270;89,99998;0,09999999;0,1;0,09999999;;
2p (1);ke011 v2 (1);0;-0,302;-0,903;5,000181;270;89,99998;1;1;1;;
2p (1);Body1;-2,980232E-07;-0,302;-0,903001;5,000186;270;89,99998;0,09999999;0,1;0,09999999;;
2p (1);Body2;-2,980232E-07;-0,302;-0,903001;5,000186;270;89,99998;0,09999999;0,1;0,09999999;;
2p (1);GameObject;0;-0,0795;-0,585;3,018542E-06;269,9998;-2,414843E-06;40;11;2;;
2p (1);label;-0,0005000234;-0,08500003;-0,6049997;2,716685E-06;269,9998;-3,320406E-06;0,04;0,011;0,001;;
2p (1);GameObject (1);0;-0,1105;-0,585;3,018542E-06;269,9998;-2,414843E-06;40;11;2;;
