3a;sign_arm_2s;-0,327;0;-0,354;0;0;0;1;1;1;;
3a;Body1;-0,3269997;-4,749745E-08;-0,3539999;270;269,9999;0;0,1;0,1;0,1;;
3a;Body2;-0,3269997;-4,749745E-08;-0,3539999;270;269,9999;0;0,1;0,1;0,1;;
3a;Body3;-0,3269997;-4,749745E-08;-0,3539999;270;269,9999;0;0,1;0,1;0,1;;
3a;Body4;-0,3269997;-4,749745E-08;-0,3539999;270;269,9999;0;0,1;0,1;0,1;;
3a;Body5;-0,3269997;-4,749745E-08;-0,3539999;270;269,9999;0;0,1;0,1;0,1;;
3a;ke011 v2;-0,13;0;-0,096;270;0;0;1;1;1;black;
3a;Body1;-0,13;3,49246E-10;-0,09600012;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,13;3,49246E-10;-0,09600012;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (1);-0,13;0;-0,235;270;0;0;1;1;1;black;
3a;Body1;-0,13;4,190952E-09;-0,2350003;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,13;4,190952E-09;-0,2350003;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (2);-0,13;0;-0,374;270;0;0;1;1;1;black;
3a;Body1;-0,1300003;3,306195E-08;-0,3740003;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,1300003;3,306195E-08;-0,3740003;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (5);-0,22;0;-0,444;270;0;0;1;1;1;black;
3a;Body1;-0,2199998;-2,002344E-08;-0,4440001;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,2199998;-2,002344E-08;-0,4440001;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (7);-0,308;0;-0,548;270;0;0;1;1;1;black;
3a;Body1;-0,3079999;9,313226E-09;-0,5480002;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,3079999;9,313226E-09;-0,5480002;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (8);-0,397;0;-0,548;270;0;0;1;1;1;black;
3a;Body1;-0,3970001;-1,396984E-09;-0,5480003;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,3970001;-1,396984E-09;-0,5480003;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (9);-0,487;0;-0,619;270;0;0;1;1;1;black;
3a;Body1;-0,4869998;-3,632158E-08;-0,6189998;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,4869998;-3,632158E-08;-0,6189998;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (11);-0,487;0;-0,30491;270;0;0;1;1;1;black;
3a;Body1;-0,487;-1,629815E-08;-0,3049099;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,487;-1,629815E-08;-0,3049099;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (12);-0,487;0;-0,374;270;0;0;1;1;1;black;
3a;Body1;-0,4870003;4,656613E-09;-0,3740004;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,4870003;4,656613E-09;-0,3740004;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (13);-0,487;0;-0,444;270;0;0;1;1;1;black;
3a;Body1;-0,4869998;-4,051253E-08;-0,444;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,4869998;-4,051253E-08;-0,444;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (10);-0,487;0;-0,761;270;0;0;1;1;1;black;
3a;Body1;-0,487;-1,490116E-08;-0,761;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,487;-1,490116E-08;-0,761;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (6);-0,22;0;-0,374;270;0;0;1;1;1;black;
3a;Body1;-0,2199999;-1,024455E-08;-0,374;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,2199999;-1,024455E-08;-0,374;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (3);-0,13;0;-0,444;270;0;0;1;1;1;black;
3a;Body1;-0,1300002;2,374873E-08;-0,4439997;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,1300002;2,374873E-08;-0,4439997;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;ke011 v2 (4);-0,13;0;-0,69;270;0;0;1;1;1;black;
3a;Body1;-0,1299999;-9,313226E-10;-0,6900008;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;Body2;-0,1299999;-9,313226E-10;-0,6900008;270;4,829673E-06;0;0,1;0,1;0,1;;
3a;mk11;-0,11;0;-0,1456;1,131951E-07;269,9999;-6,037091E-07;1;1;1;;
3a;mk_base;-0,1100001;3,597233E-08;-0,1456;-2,263914E-07;269,9999;-8,678316E-07;0,0009999998;0,001;0,0009999998;;
3a;Body1;-0,1100001;3,597233E-08;-0,1456;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body2;-0,1100001;3,597233E-08;-0,1456;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body3;-0,1100001;3,597233E-08;-0,1456;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body4;-0,1100001;3,597233E-08;-0,1456;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body5;-0,1100001;3,597233E-08;-0,1456;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;mk11_handle;-0,1299994;0,005999935;-0,1656001;270;269,9999;0;0,1;0,1;0,1;;
3a;mk11 (1);-0,11;0;-0,2848;1,131951E-07;269,9999;-6,037091E-07;1;1;1;;
3a;mk_base;-0,1099998;9,778887E-09;-0,2848;-2,263914E-07;269,9999;-8,678316E-07;0,0009999998;0,001;0,0009999998;;
3a;Body1;-0,1099998;9,778887E-09;-0,2848;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body2;-0,1099998;9,778887E-09;-0,2848;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body3;-0,1099998;9,778887E-09;-0,2848;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body4;-0,1099998;9,778887E-09;-0,2848;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body5;-0,1099998;9,778887E-09;-0,2848;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;mk11_handle;-0,1299997;0,005999966;-0,3048002;270;269,9999;0;0,1;0,1;0,1;;
3a;mk11 (2);-0,2;0;-0,528;1,131951E-07;269,9999;-6,037091E-07;1;1;1;;
3a;mk_base;-0,2;1,490116E-08;-0,528;-2,263914E-07;269,9999;-8,678316E-07;0,0009999998;0,001;0,0009999998;;
3a;Body1;-0,2;1,490116E-08;-0,528;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body2;-0,2;1,490116E-08;-0,528;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body3;-0,2;1,490116E-08;-0,528;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body4;-0,2;1,490116E-08;-0,528;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;Body5;-0,2;1,490116E-08;-0,528;270;269,9999;0;0,09999999;0,09999999;0,1;;
3a;mk11_handle;-0,2199995;0,00599994;-0,5480005;270;269,9999;0;0,1;0,1;0,1;;
3a;mk6_lra;-0,11;0;-0,528;-7,546434E-08;269,9999;-1,320613E-06;1;1;1;;
3a;mk_base;-0,1099997;9,313226E-10;-0,5280002;-7,546434E-08;269,9999;-1,320613E-06;0,001;0,001;0,001;;
3a;Body1;-0,1099997;9,313226E-10;-0,5280002;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body2;-0,1099997;9,313226E-10;-0,5280002;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body3;-0,1099997;9,313226E-10;-0,5280002;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body4;-0,1099997;9,313226E-10;-0,5280002;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body5;-0,1099997;9,313226E-10;-0,5280002;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Plane;-0,1300003;0,006100057;-0,548;-7,546434E-08;269,9999;-1,320613E-06;0,004;1;0,004;;
3a;GameObject;-0,13;0,005999994;-0,548;-7,546434E-08;269,9999;-1,320613E-06;1;1;1;;
3a;mk6_handle;-0,13;0,005999994;-0,548;1,600825E-06;-8,964622E-05;-4,335694E-08;0,001;0,001;0,001;;
3a;Body4;-0,13;0,005999994;-0,548;270,0198;-8,693414E-05;0;0,1;0,1;0,1;;
3a;Body4.001;-0,13;0,005999994;-0,548;270,0198;-8,693414E-05;0;0,1;0,1;0,1;;
3a;mk6_lra (5);-0,2;0;-0,145;-7,546434E-08;269,9999;-1,320613E-06;1;1;1;;
3a;mk_base;-0,1999998;-5,122274E-09;-0,1450001;-7,546434E-08;269,9999;-1,320613E-06;0,001;0,001;0,001;;
3a;Body1;-0,1999998;-5,122274E-09;-0,1450001;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body2;-0,1999998;-5,122274E-09;-0,1450001;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body3;-0,1999998;-5,122274E-09;-0,1450001;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body4;-0,1999998;-5,122274E-09;-0,1450001;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body5;-0,1999998;-5,122274E-09;-0,1450001;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Plane;-0,2200002;0,006100038;-0,1650002;-7,546434E-08;269,9999;-1,320613E-06;0,004;1;0,004;;
3a;GameObject;-0,2200002;0,005999994;-0,165;-7,546434E-08;269,9999;-1,320613E-06;1;1;1;;
3a;mk6_handle;-0,2200002;0,005999994;-0,165;1,600825E-06;-8,964622E-05;-4,335694E-08;0,001;0,001;0,001;;
3a;Body4;-0,2200002;0,005999994;-0,165;270,0198;-8,693414E-05;0;0,1;0,1;0,1;;
3a;Body4.001;-0,2200002;0,005999994;-0,165;270,0198;-8,693414E-05;0;0,1;0,1;0,1;;
3a;mk6_lra (6);-0,2;0;-0,2848;-7,546434E-08;269,9999;-1,320613E-06;1;1;1;;
3a;mk_base;-0,2000002;2,956949E-08;-0,2848001;-7,546434E-08;269,9999;-1,320613E-06;0,001;0,001;0,001;;
3a;Body1;-0,2000002;2,956949E-08;-0,2848001;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body2;-0,2000002;2,956949E-08;-0,2848001;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body3;-0,2000002;2,956949E-08;-0,2848001;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body4;-0,2000002;2,956949E-08;-0,2848001;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body5;-0,2000002;2,956949E-08;-0,2848001;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Plane;-0,2200001;0,006100029;-0,3048005;-7,546434E-08;269,9999;-1,320613E-06;0,004;1;0,004;;
3a;GameObject;-0,2200001;0,005999989;-0,3048001;-7,546434E-08;269,9999;-1,320613E-06;1;1;1;;
3a;mk6_handle;-0,2200001;0,005999989;-0,3048001;1,600825E-06;-8,964622E-05;-4,335694E-08;0,001;0,001;0,001;;
3a;Body4;-0,2200001;0,005999989;-0,3048001;270,0198;-8,693414E-05;0;0,1;0,1;0,1;;
3a;Body4.001;-0,2200001;0,005999989;-0,3048001;270,0198;-8,693414E-05;0;0,1;0,1;0,1;;
3a;mk6_lra (4);-0,467;0;-0,528;-7,546434E-08;269,9999;-1,320613E-06;1;1;1;;
3a;mk_base;-0,467;-1,396984E-09;-0,5279999;-7,546434E-08;269,9999;-1,320613E-06;0,001;0,001;0,001;;
3a;Body1;-0,467;-1,396984E-09;-0,5279999;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body2;-0,467;-1,396984E-09;-0,5279999;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body3;-0,467;-1,396984E-09;-0,5279999;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body4;-0,467;-1,396984E-09;-0,5279999;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body5;-0,467;-1,396984E-09;-0,5279999;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Plane;-0,4870003;0,006100038;-0,5480002;-7,546434E-08;269,9999;-1,320613E-06;0,004;1;0,004;;
3a;GameObject;-0,4869999;0,00600002;-0,5479999;-7,546434E-08;269,9999;-1,320613E-06;1;1;1;;
3a;mk6_handle;-0,4869996;0,005999986;-0,5479999;1,600825E-06;-8,964622E-05;-4,335694E-08;0,001;0,001;0,001;;
3a;Body4;-0,4869996;0,005999986;-0,5479999;270,0198;-8,693414E-05;0;0,1;0,1;0,1;;
3a;Body4.001;-0,4869996;0,005999986;-0,5479999;270,0198;-8,693414E-05;0;0,1;0,1;0,1;;
3a;mk6_lra (7);-0,377;0;-0,3544;-7,546434E-08;269,9999;-1,320613E-06;1;1;1;;
3a;mk_base;-0,3770001;2,514571E-08;-0,3543999;-7,546434E-08;269,9999;-1,320613E-06;0,001;0,001;0,001;;
3a;Body1;-0,3770004;4,749745E-08;-0,3543997;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body2;-0,3770004;4,749745E-08;-0,3543997;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body3;-0,3770004;4,749745E-08;-0,3543997;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body4;-0,3770004;4,749745E-08;-0,3543997;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Body5;-0,3770004;4,749745E-08;-0,3543997;270;269,9999;0;0,1;0,1;0,09999999;;
3a;Plane;-0,3969997;0,006099985;-0,3744005;-7,546434E-08;269,9999;-1,320613E-06;0,004;1;0,004;;
3a;GameObject;-0,3969997;0,005999949;-0,3744;-7,546434E-08;269,9999;-1,320613E-06;1;1;1;;
